id,olng,olat,dlng,dlat,Ts,OnD,Tr,Cep,Tp,Td,WT,VT,D
21,0.028002,51.311442,0.1042762,51.3676672,1042,False,94.63304906896849,1894.6330490689684,2105.8,3365.0,211.1669509310318,1259.1999999999998,1.2084452975047983
38,0.035739,51.312383,0.089119,51.373289,1025.3,False,208.44969645838785,2008.4496964583877,2123.4,3525.5,114.95030354161236,1402.1,1.3675021944796644
39,0.026042,51.314043,0.0357023,51.3694475,677.3,False,208.97385491068235,2008.9738549106823,2148.7,2826.0,139.72614508931747,677.3000000000002,1.0000000000000004
58,0.035739,51.312383,0.089119,51.373289,1025.3,False,294.56503801666076,2094.5650380166608,2105.9,3131.1,11.334961983339326,1025.1999999999998,0.9999024675704671
61,0.040726,51.303289,0.0958502,51.372955,1135.8,False,303.01833907984764,2103.0183390798475,2103.0183390798475,3248.2,0.0,1145.1816609201524,1.0082599585491745
62,0.024897,51.315597,0.0404204,51.3161635,217.8,False,319.490775815273,2119.490775815273,2213.6,2431.4,94.10922418472683,217.80000000000018,1.0000000000000009
80,0.024897,51.315597,0.0404204,51.3161635,217.8,False,370.08193012449607,2170.081930124496,2170.081930124496,2387.881930124496,0.0,217.80000000000018,1.0000000000000009
115,0.110987,51.340493,0.089119,51.373289,505.3,False,495.2931342079959,2295.293134207996,2517.5,3022.7999999999997,222.206865792004,505.2999999999997,0.9999999999999994
140,0.039194,51.30418,0.089119,51.373289,1154.8,False,603.0484673913745,2403.0484673913743,2579.1,4089,176.05153260862562,1509.9,1.3074991340491862
143,0.045884,51.306573,0.089119,51.373289,1070.1,False,609.2801687186607,2409.2801687186607,2578.6,3763.9,169.31983128133925,1185.3000000000002,1.107653490328007
144,0.017515,51.302549,0.02489,51.3155987,249.4,False,612.7513984173585,2412.7513984173584,2412.7513984173584,2662.1513984173585,0.0,249.4000000000001,1.0000000000000004
149,0.040726,51.303289,0.0958502,51.372955,1135.8,False,637.0544222759187,2437.0544222759186,2600.8,3833.6,163.7455777240816,1232.7999999999997,1.0854023595703466
170,0.045884,51.306573,0.089119,51.373289,1070.1,False,742.3770663528054,2542.3770663528053,2721.3,3844.7,178.9229336471949,1123.3999999999996,1.0498084291187737
188,0.033938,51.311015,0.089119,51.373289,1007.8,False,808.1968407800406,2608.1968407800405,3019.7000000000003,4109.8,411.5031592199598,1090.1,1.0816630283786466
