id,olng,olat,dlng,dlat,Ts,OnD,Tr,Cep,Tp,Td,WT,VT,D
14,0.045884,51.306573,0.089119,51.373289,1070.1,False,862.714400713731,2662.7144007137313,3078.5,4260.0,415.78559928626873,1181.5,1.1041024203345482
28,0.035739,51.312383,0.089119,51.373289,1025.3,False,1320.1078087985784,3120.1078087985784,3186.5,4260.0,66.39219120142161,1073.5,1.047010631034819
36,0.116346,51.383359,0.089119,51.373289,395.5,True,2072.030715402563,2072.030715402563,2505.4,3094.1,433.36928459743694,588.6999999999998,1.4884955752212385
37,0.116298,51.377198,0.0628724,51.4202717,624.1,True,2090.608901293324,2090.608901293324,2282.3,2906.8,191.69109870667626,624.5,1.0006409229290179
38,0.113438,51.39606,0.0907407,51.3796214,347.5,True,2113.4345376369474,2113.4345376369474,2307.9,2655.8,194.46546236305267,347.9000000000001,1.0011510791366909
39,0.116346,51.383359,0.089119,51.373289,395.5,True,2149.4683646414082,2149.4683646414082,2547.1,2969.6,397.63163535859167,422.5,1.06826801517067
40,0.111733,51.338945,0.0570485,51.3952765,969.6,True,2189.6251636294014,2189.6251636294014,2756.2000000000003,3726.5,566.5748363705989,970.2999999999997,1.000721947194719
41,0.085178,51.359396,0.089119,51.373289,281.5,True,2200.1616615342973,2200.1616615342973,2642.3,2923.6,442.1383384657029,281.2999999999997,0.9992895204262868
42,0.102946,51.388069,0.0640652,51.3652709,513.2,True,2351.7709888965333,2351.7709888965333,2884.2,3632.9,532.4290111034666,748.7000000000003,1.458885424785659
43,0.042382,51.305404,0.0416954,51.3145771,186.6,True,2354.4802637475723,2354.4802637475723,2588.4,2775.1,233.9197362524278,186.69999999999982,1.0005359056805994
44,0.028007,51.311192,0.0269932,51.3046156,128,False,2377.358815068281,4177.358815068281,4177.358815068281,4305.358815068281,0.0,128.0,1.0
45,0.087374,51.372508,0.089119,51.373289,94,True,2384.9476161157154,2384.9476161157154,2672.6,2766.3,287.6523838842845,93.70000000000027,0.9968085106383008
46,0.125886,51.393301,0.089119,51.373289,567.8,True,2393.6612089997916,2393.6612089997916,3084.9,3654.2,691.2387910002085,569.2999999999997,1.002641775272983
47,0.122312,51.37633,0.089119,51.373289,419,True,2410.7958024394893,2410.7958024394893,2674.1,3094.1,263.3041975605106,420.0,1.0023866348448687
48,0.053956,51.392971,0.089119,51.373289,523.5,True,2438.879015345031,2438.879015345031,2932.1,3717.3,493.220984654969,785.2000000000003,1.4999044890162374
49,0.083318,51.377186,0.089119,51.373289,197.9,True,2470.7305694629617,2470.7305694629617,2890.5,3088.4,419.76943053703826,197.9000000000001,1.0000000000000004
50,0.107506,51.374706,0.089119,51.373289,232.9,True,2504.5342972205067,2504.5342972205067,2736.7,2969.6,232.16570277949313,232.9000000000001,1.0000000000000004
51,0.120994,51.371097,0.089119,51.373289,381.8,True,2506.777531941929,2506.777531941929,2719.8,3101.6,213.02246805807135,381.7999999999997,0.9999999999999992
52,0.101463,51.354638,0.1009621,51.3773601,490.2,True,2509.1105678731624,2509.1105678731624,2690.6,3180.7999999999997,181.48943212683753,490.1999999999998,0.9999999999999997
53,0.028957,51.312195,0.0446779,51.31609,263.9,False,2535.4447863737023,4335.444786373702,4455.6,4719.3,120.15521362629806,263.6999999999998,0.999242137173171
54,0.070181,51.374172,0.0607565,51.385793,417.1,True,2549.5820038689294,2549.5820038689294,2806.7,3223.8,257.1179961310704,417.10000000000036,1.0000000000000009
55,0.034504,51.391534,0.0479589,51.40898,316.5,True,2582.020352633277,2582.020352633277,2931.1,3248.6,349.07964736672284,317.5,1.0031595576619274
56,0.116473,51.377717,0.089119,51.373289,360.1,True,2650.227102450168,2650.227102450168,2750.2,3110.3,99.97289754983194,360.10000000000036,1.0000000000000009
57,0.108925,51.362853,0.0449989,51.3823896,732.5,True,2714.331001430478,2714.331001430478,3040.8,3776.2,326.4689985695222,735.3999999999996,1.0039590443686002
58,0.101425,51.385928,0.089119,51.373289,435.9,True,2745.954794972677,2745.954794972677,2925.1,3361.1,179.14520502732285,436.0,1.000229410415233
59,0.074954,51.427424,0.0734837,51.4077855,279.5,True,2801.273126955341,2801.273126955341,3125.2,3405.1,323.9268730446588,279.9000000000001,1.0014311270125227
60,0.105571,51.360792,0.089119,51.373289,289.9,True,2869.4953954102457,2869.4953954102457,3187.7,3477.6,318.2046045897541,289.9000000000001,1.0000000000000004
61,0.097332,51.361793,0.0570492,51.3953199,744.2,True,2887.764075921294,2887.764075921294,3335.3,4079.6,447.5359240787061,744.2999999999997,1.0001343724805156
62,0.075052,51.42739,0.0737396,51.4077625,282.2,True,2891.4285288138717,2891.4285288138717,3125.2,3423.3,233.7714711861281,298.10000000000036,1.0563430191353662
