id,olng,olat,dlng,dlat,Ts,OnD,Tr,Cep,Tp,Td,WT,VT,D
6,0.043636,51.308309,0.0449769,51.3046454,98.8,False,16.96267349957951,1816.9626734995795,1816.9626734995795,1915.6626734995793,0.0,98.69999999999982,0.9989878542510103
16,0.040872,51.303257,0.0958662,51.3729251,1136.6,False,66.57643913472728,1866.5764391347273,2194.3,3486.3,327.72356086527293,1292.0,1.1367235614992082
23,0.037027,51.308143,0.089119,51.373289,1050.5,False,92.2462866187835,1892.2462866187834,2099.7,3377.4,207.4537133812164,1277.7000000000003,1.2162779628748217
36,0.039194,51.30418,0.089119,51.373289,1154.8,False,113.87354311496111,1913.8735431149612,2153.1,3414.9,239.22645688503871,1261.8000000000002,1.092656737097333
62,0.062974,51.313474,0.1030885,51.3809963,934.5,False,229.0847020792623,2029.0847020792623,2469.3,3404.0,440.21529792073784,934.6999999999998,1.000214018191546
121,0.026042,51.314043,0.0357023,51.3694475,677.3,False,534.6214259249663,2334.6214259249664,2334.6214259249664,3013.9,0.0,679.2785740750337,1.0029212669054093
122,0.024146,51.332292,0.089119,51.373289,798.9,False,547.3173713006496,2347.3173713006495,2741.3,3537.8,393.9826286993507,796.5,0.9969958693203155
133,0.045884,51.306573,0.089119,51.373289,1070.1,False,625.2073820469826,2425.2073820469827,2957.9,4024.3,532.6926179530174,1066.4,0.9965423792168958
137,0.024146,51.332292,0.089119,51.373289,798.9,False,642.7876521073257,2442.787652107326,2616.0,3414.9,173.2123478926742,798.9000000000001,1.0000000000000002
151,0.028007,51.311192,0.0269932,51.3046156,128,False,710.0074020713453,2510.0074020713455,2510.0074020713455,2638.0074020713455,0.0,128.0,1.0
169,0.030866,51.312757,0.089119,51.373289,980.9,False,771.4352082664133,2571.435208266413,2937.6,4030.4,366.16479173358675,1092.8000000000002,1.1140789071261088
187,0.024146,51.332292,0.089119,51.373289,798.9,False,846.1592049948425,2646.1592049948426,2787.2,3756.9,141.04079500515718,969.7000000000003,1.2137939667042186
200,0.037027,51.308143,0.089119,51.373289,1050.5,False,878.0023063128783,2678.0023063128783,2959.5,4175.6,281.4976936871217,1216.1000000000004,1.1576392194193246
222,0.024897,51.315597,0.0404204,51.3161635,217.8,False,1000.0020275800698,2800.00202758007,2800.00202758007,3018.1,0.0,218.0979724199301,1.0013681011016073
234,0.017515,51.302549,0.02489,51.3155987,249.4,False,1033.6888004790535,2833.6888004790535,2885.9,3140.7,52.21119952094659,254.79999999999973,1.0216519647153157
236,0.035739,51.312383,0.089119,51.373289,1025.3,False,1046.444891422504,2846.444891422504,3117.0,4142.3,270.55510857749596,1025.3000000000002,1.0000000000000002
242,0.024822,51.319134,0.0340381,51.3109729,119.5,False,1057.0725877455475,2857.0725877455475,2857.0725877455475,2976.5725877455475,0.0,119.5,1.0
258,0.035739,51.312383,0.089119,51.373289,1025.3,False,1171.9569265041275,2971.9569265041273,3002.9,4030.4,30.943073495872795,1027.5,1.002145713449722
283,0.035739,51.312383,0.089119,51.373289,1025.3,False,1297.2025444330568,3097.2025444330566,3097.2025444330566,4372.9,0.0,1275.697455566943,1.2442187219028022
305,0.076145,51.33608,0.1110962,51.3436893,378.4,False,1423.8537883913166,3223.853788391317,3328.0,3706.4,104.14621160868319,378.4000000000001,1.0000000000000002
333,0.042434,51.306136,0.089119,51.373289,1097,False,1523.8088077142966,3323.8088077142966,3323.8088077142966,4949.2,0.0,1625.3911922857033,1.481669272821972
342,0.035739,51.312383,0.089119,51.373289,1025.3,False,1538.8503414241454,3338.8503414241454,3679.1,4760.3,340.2496585758545,1081.2000000000003,1.0545206281088466
376,0.039194,51.30418,0.089119,51.373289,1154.8,False,1686.709916899331,3486.709916899331,4023.6,5173.4,536.890083100669,1149.7999999999997,0.995670245930031
378,0.111785,51.33891,0.0570311,51.395133,972.4,False,1693.6376585703608,3493.637658570361,3973.4,4945.8,479.76234142963904,972.4000000000001,1.0000000000000002
397,0.11122,51.377959,0.089119,51.373289,293.8,True,1801.2698375991176,1801.2698375991176,2094.5,2388.3,293.23016240088236,293.8000000000002,1.0000000000000007
398,0.079509,51.379233,0.0669127,51.385802,210.3,True,1816.7287356976694,1816.7287356976694,2241.0,2500.9,424.27126430233056,259.9000000000001,1.2358535425582504
399,0.085398,51.359358,0.0641281,51.3651976,263.4,True,1816.8361174715055,1816.8361174715055,1836.2,2099.6,19.363882528494514,263.39999999999986,0.9999999999999996
400,0.095848,51.353285,0.089119,51.373289,375.1,True,1823.538282786392,1823.538282786392,2401.9,2846.7,578.361717213608,444.7999999999997,1.185817115435883
401,0.116298,51.377198,0.0628724,51.4202717,624.1,True,1823.9331964599708,1823.9331964599708,2398.2,3174.1000000000004,574.2668035400291,775.9000000000005,1.2432302515622504
402,0.120994,51.371097,0.089119,51.373289,381.8,True,1826.1456549192922,1826.1456549192922,2312.9,2769.0,486.75434508070794,456.0999999999999,1.1946045049764271
403,0.104709,51.406192,0.1092797,51.3814721,348.5,True,1826.6920847802737,1826.6920847802737,2398.8,2884.0,572.1079152197265,485.1999999999998,1.3922525107604011
404,0.096063,51.388095,0.0892591,51.4185842,456.1,True,1838.6701345499798,1838.6701345499798,2317.3,2962.7,478.62986545002036,645.3999999999996,1.41504056128042
405,0.076195,51.379155,0.1174823,51.4047376,621.1,True,1847.1812343076767,1847.1812343076767,1998.2,2875.9,151.0187656923233,877.7,1.413137981001449
406,0.075669,51.394727,0.089119,51.373289,454.3,True,1859.892747345867,1859.892747345867,2006.5,2462.5,146.60725265413294,456.0,1.0037420206911731
407,0.053209,51.409549,0.089119,51.373289,702.8,True,1859.9316511132502,1859.9316511132502,2286.0,3216.1,426.06834888674985,930.0999999999999,1.3234206033010814
408,0.100717,51.377971,0.0874536,51.374561,218.1,True,1861.2684513627762,1861.2684513627762,2221.4,2439.4,360.1315486372239,218.0,0.9995414947271893
409,0.098134,51.425969,0.0363041,51.3919965,689.7,True,1865.7600352310906,1865.7600352310906,2293.9,3092.7,428.1399647689095,798.7999999999997,1.15818471799333
410,0.107068,51.363708,0.089119,51.373289,298,True,1884.0078925643973,1884.0078925643973,2226.1,2527.8,342.09210743560266,301.7000000000003,1.0124161073825513
411,0.085722,51.359202,0.089119,51.373289,275.9,True,1886.3285192147298,1886.3285192147298,2409.1,2712.2,522.7714807852701,303.0999999999999,1.0985864443638997
412,0.04637,51.39716,0.089119,51.373289,632.9,True,1889.8116525736114,1889.8116525736114,2299.9,3170.9,410.08834742638874,871.0,1.3762047716858905
413,0.04881,51.376915,0.0578563,51.3887459,396.1,True,1892.986972655387,1892.986972655387,2325.6,2905.4,432.6130273446129,579.8000000000002,1.4637717748043426
414,0.128851,51.418374,0.089119,51.373289,740,True,1896.0409856603035,1896.0409856603035,2165.4,3175.1,269.3590143396966,1009.6999999999998,1.3644594594594592
415,0.040067,51.374136,0.089119,51.373289,501.6,True,1900.8313599108078,1900.8313599108078,2337.5,2971.7,436.6686400891922,634.1999999999998,1.2643540669856455
416,0.048613,51.374876,0.0643255,51.3653021,301.5,True,1902.8749878952726,1902.8749878952726,2010.0,2315.4,107.12501210472738,305.4000000000001,1.012935323383085
417,0.115909,51.417365,0.089119,51.373289,632,True,1908.2897997337295,1908.2897997337295,1986.7,2691.4,78.41020026627052,704.7,1.1150316455696203
418,0.100099,51.366114,0.089119,51.373289,203.8,True,1916.0077232297317,1916.0077232297317,2164.0,2367.8,247.9922767702683,203.80000000000018,1.0000000000000009
419,0.078437,51.38731,0.089119,51.373289,345.8,True,1919.0660179201345,1919.0660179201345,2212.4,2559.2,293.33398207986556,346.7999999999997,1.0028918449971074
420,0.11063,51.404035,0.089119,51.373289,526.5,True,1929.4802497144428,1929.4802497144428,2113.0,2894.4,183.51975028555717,781.4000000000001,1.4841405508072176
421,0.095913,51.392934,0.1047406,51.4042368,350.9,True,1931.952207699557,1931.952207699557,2383.7,2734.6,451.7477923004428,350.9000000000001,1.0000000000000002
422,0.074499,51.378745,0.0551156,51.3660563,321.8,True,1966.788985433198,1966.788985433198,2528.9,2857.5,562.1110145668022,328.5999999999999,1.0211311373523926
423,0.045884,51.306573,0.089119,51.373289,1070.1,False,1973.5696001686188,3773.5696001686188,3773.5696001686183,4841.1,-4.547473508864641e-13,1067.530399831382,0.9975987289331671
424,0.053956,51.392971,0.089119,51.373289,523.5,True,1978.1340632868867,1978.1340632868867,2231.2,2754.3,253.06593671311316,523.1000000000004,0.9992359121298956
425,0.078437,51.38731,0.089119,51.373289,345.8,True,1980.1311803515293,1980.1311803515293,2069.6,2420.5,89.46881964847057,350.9000000000001,1.014748409485252
426,0.107068,51.363708,0.089119,51.373289,298,True,1984.2747374481278,1984.2747374481278,2224.9,2524.3,240.6252625518723,299.4000000000001,1.0046979865771815
427,0.125886,51.393301,0.089119,51.373289,567.8,True,1987.0678940639705,1987.0678940639705,2521.3,3098.2,534.2321059360297,576.8999999999996,1.0160267699894323
428,0.117795,51.372653,0.103573,51.3869338,351.5,True,1988.151340379816,1988.151340379816,2416.1,2784.1,427.9486596201839,368.0,1.0469416785206258
429,0.103234,51.384592,0.1179406,51.4160227,506.3,True,1988.946702680403,1988.946702680403,2191.9,2697.9,202.95329731959714,506.0,0.9994074659292909
430,0.094398,51.320556,0.1107583,51.3684616,787.7,False,1998.6464335641867,3798.6464335641867,4145.3,4933.0,346.65356643581345,787.6999999999998,0.9999999999999997
431,0.123185,51.394803,0.089119,51.373289,548.4,True,2007.8855704269174,2007.8855704269174,2580.1,3187.7,572.2144295730825,607.5999999999999,1.1079504011670311
432,0.06353,51.369069,0.089119,51.373289,313.1,True,2017.9252944403747,2017.9252944403747,2204.7,2522.6,186.7747055596251,317.9000000000001,1.015330565314596
433,0.113396,51.411691,0.089119,51.373289,590.9,True,2025.0357199279233,2025.0357199279233,2562.8,3323.0,537.7642800720769,760.1999999999998,1.2865121001861564
434,0.103831,51.402693,0.1107805,51.4082952,163.2,True,2031.2029983751856,2031.2029983751856,2245.1,2408.3,213.89700162481427,163.20000000000027,1.0000000000000018
435,0.064314,51.361332,0.089119,51.373289,300.8,True,2032.4155826147205,2032.4155826147205,2091.5,2395.4,59.084417385279494,303.9000000000001,1.01030585106383
436,0.072044,51.367675,0.1098253,51.3969168,571.7,True,2034.0527189068123,2034.0527189068123,2199.6,2769.0,165.54728109318762,569.4000000000001,0.9959769109672906
437,0.017632,51.376132,0.089119,51.373289,601.6,True,2034.1812073699698,2034.1812073699698,2088.1,2689.7,53.91879263003011,601.5999999999999,0.9999999999999998
438,0.111643,51.392056,0.089119,51.373289,364.8,True,2034.4260170165348,2034.4260170165348,2065.3,2430.1,30.87398298346534,364.7999999999997,0.9999999999999992
439,0.077315,51.418199,0.089119,51.373289,667.2,True,2038.7186768158472,2038.7186768158472,2236.0,2975.9,197.28132318415282,739.9000000000001,1.108962829736211
440,0.021698,51.304654,0.054509,51.3149637,436.8,False,2039.2551239350682,3839.2551239350682,4047.2000000000003,4484.0,207.94487606493203,436.7999999999997,0.9999999999999993
441,0.096185,51.388034,0.1244413,51.3725376,405.4,True,2050.787061067584,2050.787061067584,2466.9,2981.6,416.112938932416,514.6999999999998,1.2696102614701525
442,0.111733,51.338945,0.0570485,51.3952765,969.6,True,2051.615471525538,2051.615471525538,2299.4,3683.7000000000003,247.78452847446215,1384.3000000000002,1.4277021452145215
443,0.114071,51.397822,0.1046423,51.424797,289.9,True,2053.0717079844458,2053.0717079844458,2580.5,2870.4,527.4282920155542,289.9000000000001,1.0000000000000004
444,0.054027,51.393024,0.0830219,51.4143194,344,True,2053.5583809448763,2053.5583809448763,2580.8,2997.1,527.2416190551239,416.2999999999997,1.2101744186046504
445,0.096041,51.392892,0.089119,51.373289,449.2,True,2058.158312706503,2058.158312706503,2070.2,2723.0,12.041687293497034,652.8000000000002,1.453250222617988
446,0.111733,51.338945,0.0570485,51.3952765,969.6,True,2063.4124628198297,2063.4124628198297,2623.3,3954.0,559.8875371801705,1330.6999999999998,1.3724216171617158
447,0.042746,51.371875,0.089119,51.373289,448.4,True,2064.634039520038,2064.634039520038,2553.4,3128.7,488.7659604799619,575.2999999999997,1.2830062444246204
448,0.097187,51.397846,0.089119,51.373289,526.4,True,2065.566022638519,2065.566022638519,2443.7,2972,378.1339773614809,528.3000000000002,1.0036094224924017
449,0.081023,51.383245,0.089119,51.373289,313.1,True,2069.8020589077673,2069.8020589077673,2544.2,2876.3,474.3979410922325,332.10000000000036,1.0606834877036102
450,0.059641,51.3658,0.0863101,51.3741311,283.9,True,2072.7617102811487,2072.7617102811487,2153.0,2436.9,80.23828971885132,283.9000000000001,1.0000000000000004
451,0.100099,51.366114,0.089119,51.373289,203.8,True,2079.9873844549397,2079.9873844549397,2272.5,2476.2,192.51261554506027,203.69999999999982,0.9995093228655535
452,0.058672,51.382715,0.089119,51.373289,548,True,2081.245749386875,2081.245749386875,2217.4,2763.8,136.154250613125,546.4000000000001,0.9970802919708031
453,0.122311,51.375289,0.0986777,51.3765525,336.6,True,2086.9433534787613,2086.9433534787613,2376.7,2714.3,289.7566465212385,337.60000000000036,1.0029708853238275
454,0.038362,51.365181,0.0769457,51.367522,424.3,True,2100.8161977046743,2100.8161977046743,2562.8,2991.6,461.98380229532586,428.7999999999997,1.0106057035116656
455,0.07818,51.383924,0.089119,51.373289,293.9,True,2101.166194671229,2101.166194671229,2322.1,2619.5,220.9338053287711,297.4000000000001,1.011908812521266
