Case,SA?,RB?,Period,Fleet Size,Capacity,Dmd Rate,Service Rate,reqs served,of total reqs,wait time,inveh time,service dist,service time,service pct,rebl dist,rebl time,rebl pct,
IMB5,no,dqn,10800,20,4,100,100,288,288,144.8721404,432.4885429,38968.24279,6494.707132,60.13617715,14453.8945,2408.982416,22.30539274,
IMB5,no,dqn,10800,20,4,100,100,284,284,159.3014006,436.6999741,38957.06833,6492.844721,60.1189326,13272.93413,2212.155688,20.48292304,
IMB5,no,dqn,10800,20,4,100,100,275,275,166.7960902,426.683436,40269.2958,6711.549299,62.14397499,13519.14523,2253.190871,20.86287844,
IMB5,no,dqn,10800,20,4,100,100,306,306,146.4208727,414.0449859,41171.80097,6861.966829,63.5367299,13193.21678,2198.869463,20.35990243,
IMB5,no,dqn,10800,20,4,100,100,286,286,169.2167105,434.0555063,39018.43598,6503.072664,60.21363578,12793.20943,2132.201572,19.74260715,
IMB5,no,dqn,10800,20,4,100,100,299,299,171.896426,456.3826587,44307.53137,7384.588561,68.37582001,11518.42645,1919.737741,17.77534945,
IMB5,no,dqn,10800,20,4,100,100,273,273,143.2040356,418.7592828,37331.1796,6221.863266,57.60984506,13285.73836,2214.289727,20.50268266,
IMB5,no,dqn,10800,20,4,100,100,313,313,175.4588334,433.497969,44277.73374,7379.62229,68.32983602,11165.76492,1860.96082,17.2311187,
IMB5,no,dqn,10800,20,4,100,100,276,276,164.925226,444.502238,39364.31749,6560.719582,60.74740354,13422.51461,2237.085768,20.71375711,
IMB5,no,dqn,10800,20,4,100,100,275,275,159.465121,435.2442136,39344.29159,6557.381931,60.71649936,13144.90658,2190.817763,20.28534966,
IMB5,no,dqn,10800,20,4,100,100,304,304,159.3178688,409.4011758,39975.65627,6662.609378,61.69082757,12338.83209,2056.472015,19.04140755,
IMB5,no,dqn,10800,20,4,100,100,324,324,158.7183758,446.3164698,42790.71496,7131.785826,66.03505395,11599.99873,1933.333122,17.90123261,
IMB5,no,dqn,10800,20,4,100,100,293,293,154.4730789,448.0768814,39836.14686,6639.357811,61.47553529,12955.9666,2159.327766,19.99377561,
IMB5,no,dqn,10800,20,4,100,100,294,294,155.9489766,444.0924505,41291.06947,6881.844911,63.72078622,12612.0109,2102.001817,19.46297979,
IMB5,no,dqn,10800,20,4,100,100,298,298,160.7204007,450.8909175,43228.99855,7204.833091,66.71141751,10642.34048,1773.723414,16.42336494,
IMB5,no,dqn,10800,20,4,100,100,339,339,178.8808368,427.4617814,46026.48572,7671.080953,71.02852734,8987.408077,1497.901346,13.86945691,
IMB5,no,dqn,10800,20,4,100,100,292,292,143.2466984,435.4604502,39839.89901,6639.983169,61.48132564,13396.36372,2232.727286,20.6734008,
IMB5,no,dqn,10800,20,4,100,100,299,299,164.771968,448.5133154,42672.13885,7112.023142,65.85206613,11853.56813,1975.594688,18.29254341,
IMB5,no,dqn,10800,20,4,100,100,276,276,153.9782509,444.6074964,38606.76044,6434.460073,59.57833401,14100.09857,2350.016428,21.75941137,
IMB5,no,dqn,10800,20,4,100,100,294,294,146.5662344,430.7796418,40342.3942,6723.732367,62.25678118,13665.24761,2277.541269,21.08834508,
,,,,,,,,,,155.8188849,430.6945512,40523.71625,6753.952709,62.53659915,12750.68686,2125.114476,19.67698589,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
FM5,no,no,10800,20,4,100,100,329,329,225.5417054,360.0860796,34763.51548,5793.919246,53.64740043,0,0,0,
FM5,no,no,10800,20,4,100,100,302,302,229.8643626,373.2293244,33575.19811,5595.866352,51.81357733,0,0,0,
FM5,no,no,10800,20,4,100,100,327,327,234.088497,354.80783,35324.28639,5887.381065,54.51278764,0,0,0,
FM5,no,no,10800,20,4,100,100,297,297,237.5413796,366.3259667,32925.66934,5487.611556,50.81121811,0,0,0,
FM5,no,no,10800,20,4,100,100,256,256,230.9955985,366.7042308,30854.98497,5142.497496,47.61571755,0,0,0,
FM5,no,no,10800,20,4,100,100,282,282,235.3169853,353.5973656,31905.04874,5317.508123,49.23618632,0,0,0,
FM5,no,no,10800,20,4,100,100,331,331,231.888945,382.1593889,38142.16114,6357.026857,58.86135978,0,0,0,
FM5,no,no,10800,20,4,100,100,306,306,236.0716483,370.0411237,33681.52393,5613.587322,51.97766039,0,0,0,
FM5,no,no,10800,20,4,100,100,295,295,232.127276,368.1871195,33230.81537,5538.469228,51.28212249,0,0,0,
FM5,no,no,10800,20,4,100,100,311,311,237.0597442,368.2774411,34395.01739,5732.502899,53.07873054,0,0,0,
FM5,no,no,10800,20,4,100,100,313,313,239.1660541,366.9308527,34349.48279,5724.913798,53.00846109,0,0,0,
FM5,no,no,10800,20,4,100,100,286,286,234.7672401,364.7048812,32272.68583,5378.780971,49.80352751,0,0,0,
FM5,no,no,10800,20,4,100,100,342,342,218.7293259,362.6350279,35672.61919,5945.436532,55.05033826,0,0,0,
FM5,no,no,10800,20,4,100,100,287,287,232.7648546,361.251405,32614.76707,5435.794511,50.33143066,0,0,0,
FM5,no,no,10800,20,4,100,100,307,307,234.2611975,368.8680763,33560.04798,5593.341331,51.7901975,0,0,0,
FM5,no,no,10800,20,4,100,100,281,281,239.6598496,360.9421048,31229.25788,5204.876313,48.19329919,0,0,0,
FM5,no,no,10800,20,4,100,100,303,303,234.7545783,362.505532,32669.08292,5444.847154,50.41525142,0,0,0,
FM5,no,no,10800,20,4,100,100,293,293,232.6377069,368.7373036,34413.60328,5735.600547,53.10741247,0,0,0,
FM5,no,no,10800,20,4,100,100,279,279,240.4181158,362.7079613,32819.2622,5469.877033,50.64700957,0,0,0,
FM5,no,no,10800,20,4,100,100,317,317,237.1561428,367.0536179,35249.08542,5874.84757,54.39673676,0,0,0,
FM5,no,no,10800,20,4,100,100,291,291,232.4578933,347.563016,32534.51986,5422.419977,50.20759238,0,0,0,
FM5,no,no,10800,20,4,100,100,294,294,232.0066552,360.4440045,33225.46663,5537.577772,51.27386826,0,0,0,
FM5,no,no,10800,20,4,100,100,320,320,229.7752457,358.069596,35720.17419,5953.362365,55.1237256,0,0,0,
FM5,no,no,10800,20,4,100,100,286,286,233.7614672,367.735709,32069.11095,5344.851825,49.48936875,0,0,0,
FM5,no,no,10800,20,4,100,100,320,320,232.7477135,372.4694818,35546.29105,5924.381842,54.85538743,0,0,0,
FM5,no,no,10800,20,4,100,100,313,313,232.3732633,360.7953677,35209.91196,5868.31866,54.33628389,0,0,0,
FM5,no,no,10800,20,4,100,100,294,294,230.4524983,356.8799074,30834.00608,5139.001014,47.58334272,0,0,0,
FM5,no,no,10800,20,4,100,100,288,288,231.2526602,366.0473766,32392.51482,5398.752471,49.9884488,0,0,0,
FM5,no,no,10800,20,4,100,100,292,292,232.4187868,363.9905526,32510.90449,5418.484081,50.1711489,0,0,0,
FM5,no,no,10800,20,4,100,100,338,338,230.4608162,364.9689886,37764.23867,6294.039779,58.2781461,0,0,0,
FM5,no,no,10800,20,4,100,100,327,327,224.4900583,369.9552608,35568.31533,5928.052554,54.8893755,0,0,0,
FM5,no,no,10800,20,4,100,100,320,320,237.797851,362.2442442,35129.57071,5854.928451,54.21230047,0,0,0,
FM5,no,no,10800,20,4,100,100,297,297,234.2472654,358.4084622,34379.52721,5729.921201,53.05482594,0,0,0,
FM5,no,no,10800,20,4,100,100,327,327,233.5819362,372.1537297,35021.59434,5836.93239,54.04567028,0,0,0,
FM5,no,no,10800,20,4,100,100,281,281,232.7176997,368.4364532,32565.67628,5427.612714,50.25567328,0,0,0,
FM5,no,no,10800,20,4,100,100,265,265,226.9785387,340.9453558,30770.44607,5128.407679,47.48525629,0,0,0,
FM5,no,no,10800,20,4,100,100,315,315,232.9699164,358.6408569,34838.60518,5806.434196,53.7632796,0,0,0,
FM5,no,no,10800,20,4,100,100,278,278,224.4250571,348.312433,30605.66145,5100.943574,47.23095902,0,0,0,
FM5,no,no,10800,20,4,100,100,344,344,226.9691781,373.2817132,36101.19336,6016.86556,55.71171815,0,0,0,
FM5,no,no,10800,20,4,100,100,298,298,234.0568332,366.1664454,34044.80006,5674.133343,52.53827169,0,0,0,
FM5,no,no,10800,20,4,100,100,277,277,236.5802645,362.5667467,32805.10262,5467.517104,50.62515837,0,0,0,
FM5,no,no,10800,20,4,100,100,299,299,231.7608675,352.3724777,33172.92286,5528.820477,51.19278219,0,0,0,
FM5,no,no,10800,20,4,100,100,310,310,229.3025518,374.2493153,34978.84274,5829.807123,53.97969558,0,0,0,
FM5,no,no,10800,20,4,100,100,279,279,239.0992768,353.6632484,33147.66109,5524.610182,51.15379798,0,0,0,
FM5,no,no,10800,20,4,100,100,297,297,229.2732371,369.7200546,33740.75984,5623.459973,52.06907382,0,0,0,
FM5,no,no,10800,20,4,100,100,291,291,237.316104,375.7208592,33168.69963,5528.116605,51.18626486,0,0,0,
FM5,no,no,10800,20,4,100,100,320,320,225.486471,374.2613184,35367.34849,5894.558081,54.57924149,0,0,0,
FM5,no,no,10800,20,4,100,100,278,278,239.8086851,357.3162969,30208.52045,5034.753408,46.61808711,0,0,0,
FM5,no,no,10800,20,4,100,100,322,322,239.6702634,368.7906141,35175.68685,5862.614474,54.28346735,0,0,0,
FM5,no,no,10800,20,4,100,100,293,293,229.6871498,355.4709677,33463.48646,5577.247743,51.64118281,0,0,0,
,,,,,,,,,,232.7747482,363.8278697,33714.1935,5619.03225,52.02807639,0,0,0,
FM5,no,orp,10800,20,4,100,100,327,327,139.4107177,329.4095373,35818.4648,5969.744134,55.27540864,18286.08941,3047.681569,28.21927378,
FM5,no,orp,10800,20,4,100,100,295,295,133.7706378,335.8802615,32166.16676,5361.027794,49.63914624,19436.07344,3239.345573,29.99394049,
FM5,no,orp,10800,20,4,100,100,313,313,127.7954886,323.2849213,32459.36498,5409.894164,50.09161263,19665.45635,3277.576058,30.34792646,
FM5,no,orp,10800,20,4,100,100,335,335,139.5972977,336.7639043,36620.04973,6103.341622,56.51242242,18615.99901,3102.666502,28.72839354,
FM5,no,orp,10800,20,4,100,100,311,311,132.55809,343.4211157,34390.77129,5731.795216,53.07217792,19100.31194,3183.385323,29.47579003,
FM5,no,orp,10800,20,4,100,100,311,311,130.3146438,333.1027182,33806.38823,5634.398038,52.17035221,19490.40702,3248.40117,30.07778861,
FM5,no,orp,10800,20,4,100,100,298,298,130.1384583,340.4163297,32056.30682,5342.717803,49.46960929,19834.18765,3305.697942,30.60831427,
FM5,no,orp,10800,20,4,100,100,342,342,136.8490901,341.9091329,36553.76874,6092.29479,56.41013694,17726.33202,2954.388671,27.35545065,
FM5,no,orp,10800,20,4,100,100,263,263,119.2751606,337.0680379,28642.59028,4773.765046,44.2015282,19602.24675,3267.041125,30.25038079,
FM5,no,orp,10800,20,4,100,100,284,284,128.7684724,331.8358752,32034.74841,5339.124735,49.43634014,19440.50367,3240.083945,30.00077727,
FM5,no,orp,10800,20,4,100,100,300,300,123.777407,334.5106466,32915.53708,5485.922847,50.79558191,20056.19253,3342.698755,30.9509144,
FM5,no,orp,10800,20,4,100,100,296,296,143.6455852,348.2230155,34236.72334,5706.120556,52.8344496,17929.77439,2988.295732,27.66940493,
FM5,no,orp,10800,20,4,100,100,264,264,122.4431579,320.9930714,29558.51136,4926.41856,45.61498667,19976.28294,3329.380491,30.82759714,
FM5,no,orp,10800,20,4,100,100,285,285,121.5780721,327.2286534,30104.49293,5017.415489,46.45755082,19391.70652,3231.951086,29.92547302,
FM5,no,orp,10800,20,4,100,100,284,284,130.6689158,324.625286,31377.20974,5229.534956,48.42161996,18993.42897,3165.571495,29.31084718,
FM5,no,orp,10800,20,4,100,100,296,296,132.7481278,339.5545483,33300.08161,5550.013602,51.38901483,19638.37497,3273.062495,30.30613421,
FM5,no,orp,10800,20,4,100,100,296,296,129.7487464,329.618172,32808.37199,5468.061998,50.63020368,19986.73459,3331.122432,30.84372622,
FM5,no,orp,10800,20,4,100,100,294,294,121.2330812,330.5688373,31763.81986,5293.969977,49.01824053,20071.77359,3345.295598,30.97495924,
FM5,no,orp,10800,20,4,100,100,293,293,122.0438157,330.7959887,32050.613,5341.768833,49.46082253,19184.754,3197.458999,29.60610184,
FM5,no,orp,10800,20,4,100,100,312,312,128.8642836,338.6818124,34557.41639,5759.569398,53.32934627,19096.863,3182.810499,29.47046759,
FM5,no,orp,10800,20,4,100,100,305,305,131.4653641,325.5242077,33701.34517,5616.890861,52.00824871,19611.09897,3268.516495,30.26404162,
FM5,no,orp,10800,20,4,100,100,307,307,131.2819695,333.5012406,33944.71068,5657.45178,52.38381278,19083.021,3180.5035,29.44910648,
FM5,no,orp,10800,20,4,100,100,299,299,123.5014802,330.3434566,31366.82236,5227.803726,48.40559006,19854.71829,3309.119715,30.63999736,
FM5,no,orp,10800,20,4,100,100,304,304,120.3876079,334.7718707,32300.71254,5383.452091,49.84677862,20622.76633,3437.127722,31.82525668,
FM5,no,orp,10800,20,4,100,100,293,293,121.1906021,332.6683692,31923.18308,5320.530514,49.26417142,19865.51833,3310.919722,30.6566641,
FM5,no,orp,10800,20,4,100,100,284,284,132.3921297,326.6262575,32141.9434,5356.990567,49.60176451,18956.06117,3159.343528,29.25318081,
FM5,no,orp,10800,20,4,100,100,293,293,130.8450802,317.8508338,32109.56292,5351.59382,49.55179463,19031.86914,3171.97819,29.37016843,
FM5,no,orp,10800,20,4,100,100,298,298,128.7892384,324.3340568,31759.51123,5293.251871,49.0115914,18992.40568,3165.400946,29.30926802,
FM5,no,orp,10800,20,4,100,100,271,271,118.5254871,318.1398206,28567.08771,4761.181285,44.0850119,18662.90203,3110.483672,28.80077474,
FM5,no,orp,10800,20,4,100,100,290,290,130.8355359,339.4357613,32663.26567,5443.877611,50.40627418,19552.42963,3258.738271,30.17350251,
FM5,no,orp,10800,20,4,100,100,279,279,128.7881571,340.060446,30506.39583,5084.399305,47.07777134,19598.53689,3266.422815,30.2446557,
FM5,no,orp,10800,20,4,100,100,290,290,126.9204986,339.0851458,31128.38032,5188.063387,48.03762395,19519.27892,3253.213153,30.12234401,
FM5,no,orp,10800,20,4,100,100,300,300,134.7060552,327.8643186,33324.59362,5554.098937,51.42684201,19407.51437,3234.585729,29.94986786,
FM5,no,orp,10800,20,4,100,100,294,294,128.7858423,337.619372,32284.44367,5380.740612,49.82167234,19495.13033,3249.188388,30.08507767,
FM5,no,orp,10800,20,4,100,100,282,282,120.5725249,319.9816484,31065.71311,5177.618852,47.9409153,19555.58173,3259.263622,30.17836687,
FM5,no,orp,10800,20,4,100,100,310,310,140.0692644,338.4494505,34673.0293,5778.838217,53.50776127,19204.12311,3200.687185,29.63599245,
FM5,no,orp,10800,20,4,100,100,274,274,129.3437467,340.3516564,32563.31123,5427.218539,50.25202351,19711.99229,3285.332049,30.41974119,
FM5,no,orp,10800,20,4,100,100,261,261,120.4331144,324.2575201,28858.67098,4809.778496,44.53498607,19192.74739,3198.791232,29.61843734,
FM5,no,orp,10800,20,4,100,100,324,324,134.2632277,335.5248543,35123.33511,5853.889185,54.20267763,18646.4342,3107.739034,28.77536142,
FM5,no,orp,10800,20,4,100,100,288,288,125.9090132,346.6985875,32200.44139,5366.740232,49.69203918,20036.29482,3339.382469,30.92020805,
FM5,no,orp,10800,20,4,100,100,296,296,122.3277427,322.4558589,31264.20188,5210.700313,48.24722512,20033.73573,3338.955955,30.91625884,
FM5,no,orp,10800,20,4,100,100,303,303,129.306952,326.6584299,31685.38656,5280.89776,48.89720148,18970.7524,3161.792067,29.27585248,
FM5,no,orp,10800,20,4,100,100,296,296,126.3880967,329.9063986,32538.99181,5423.165302,50.21449353,19940.53516,3323.422527,30.7724308,
FM5,no,orp,10800,20,4,100,100,299,299,130.8238231,330.0814989,33113.12203,5518.853671,51.10049696,19310.90024,3218.483373,29.80077197,
FM5,no,orp,10800,20,4,100,100,306,306,130.4135201,323.2934942,32213.98109,5368.996849,49.71293378,18902.00358,3150.33393,29.16975861,
FM5,no,orp,10800,20,4,100,100,290,290,127.1370562,334.9011524,32078.75443,5346.459072,49.50425067,19131.59539,3188.599231,29.52406696,
FM5,no,orp,10800,20,4,100,100,305,305,130.4455911,336.8892616,32960.01799,5493.336332,50.86422529,19543.29777,3257.216296,30.15941015,
FM5,no,orp,10800,20,4,100,100,326,326,135.5395698,330.5664496,36334.95938,6055.826563,56.07246817,18793.95019,3132.325031,29.00300955,
FM5,no,orp,10800,20,4,100,100,344,344,141.2952492,345.9501363,37035.69134,6172.615224,57.15384466,18364.23218,3060.705364,28.33986448,
FM5,no,orp,10800,20,4,100,100,312,312,130.6216027,338.4898408,34385.75974,5730.959957,53.06444405,19730.70769,3288.451281,30.44862297,
,,,,,,,,,,129.1706879,332.6034652,32660.77446,5443.46241,50.40242972,19336.91255,3222.818759,29.84091444,
FM5,no,sar,10800,20,4,100,100,293,293,176.6789506,363.4731077,32311.77928,5385.296547,49.86385692,13850.8916,2308.481933,21.37483272,
FM5,no,sar,10800,20,4,100,100,306,306,151.8810499,351.0216798,33819.90677,5636.651129,52.19121416,21088.42617,3514.737695,32.54386755,
FM5,no,sar,10800,20,4,100,100,303,303,159.2016709,342.7619623,35518.94938,5919.824896,54.81319348,20381.25684,3396.876139,31.45255685,
FM5,no,sar,10800,20,4,100,100,273,273,174.977643,339.9051081,30181.95587,5030.325979,46.57709239,13359.04545,2226.507575,20.61581088,
FM5,no,sar,10800,20,4,100,100,301,301,178.4653835,362.9568211,31918.48387,5319.747311,49.25691955,14403.10719,2400.517866,22.22701728,
FM5,no,sar,10800,20,4,100,100,320,320,167.9900952,350.4493015,34707.06069,5784.510114,53.56027884,19461.38172,3243.56362,30.03299648,
FM5,no,sar,10800,20,4,100,100,290,290,165.1962783,335.3268467,31888.47374,5314.745623,49.21060762,17655.62763,2942.604604,27.24633893,
FM5,no,sar,10800,20,4,100,100,300,300,175.8718848,341.3762743,31977.89395,5329.648992,49.34860178,12854.80208,2142.467014,19.83765754,
FM5,no,sar,10800,20,4,100,100,307,307,154.4352903,346.0689301,32872.03099,5478.671832,50.72844289,20116.12013,3352.686688,31.04339526,
FM5,no,sar,10800,20,4,100,100,332,332,157.5939415,344.4837685,36561.27798,6093.54633,56.42172528,20455.74099,3409.290165,31.56750153,
FM5,no,sar,10800,20,4,100,100,315,315,163.9812558,348.6448738,33165.45654,5527.576091,51.1812601,15673.74918,2612.29153,24.18788453,
FM5,no,sar,10800,20,4,100,100,308,308,156.7530325,347.4346497,33922.82266,5653.803776,52.35003496,20570.91061,3428.485101,31.74523242,
FM5,no,sar,10800,20,4,100,100,318,318,162.1816521,332.7271582,33373.57493,5562.262489,51.50243045,17562.34559,2927.057599,27.10238518,
FM5,no,sar,10800,20,4,100,100,292,292,169.2203379,348.5089015,30535.80147,5089.300245,47.12315041,17450.88342,2908.48057,26.93037565,
FM5,no,sar,10800,20,4,100,100,305,305,162.0741575,350.8528904,33097.20779,5516.201298,51.07593794,18593.67837,3098.946395,28.6939481,
FM5,no,sar,10800,20,4,100,100,274,274,149.4457202,334.5277911,29166.53891,4861.089818,45.01009091,18931.62798,3155.271329,29.21547527,
FM5,no,sar,10800,20,4,100,100,306,306,188.0906097,356.2341874,33399.96913,5566.661522,51.54316224,10593.35943,1765.559904,16.34777689,
FM5,no,sar,10800,20,4,100,100,291,291,166.883705,348.126437,32276.36042,5379.393403,49.80919818,17869.19669,2978.199448,27.57592081,
FM5,no,sar,10800,20,4,100,100,301,301,166.7100159,343.174695,33570.74424,5595.12404,51.80670407,18616.98086,3102.830143,28.72990873,
FM5,no,sar,10800,20,4,100,100,297,297,152.2548828,349.0669734,32702.90437,5450.484062,50.46744502,22841.93817,3806.989696,35.24990459,
FM5,no,sar,10800,20,4,100,100,311,311,156.0348937,353.5213589,34938.29024,5823.048374,53.91711457,19697.62064,3282.936774,30.39756272,
FM5,no,sar,10800,20,4,100,100,294,294,161.8693712,337.6651062,32184.44265,5364.073775,49.66734977,17635.86914,2939.311524,27.21584744,
FM5,no,sar,10800,20,4,100,100,276,276,148.0934397,340.5901603,31873.24593,5312.207656,49.18710792,22929.00204,3821.500339,35.3842624,
FM5,no,sar,10800,20,4,100,100,285,285,171.5201448,358.3474824,32218.10333,5369.683889,49.71929527,15796.55207,2632.758679,24.37739518,
FM5,no,sar,10800,20,4,100,100,278,278,152.5055065,348.0538223,30033.96667,5005.661112,46.348714,19912.27338,3318.71223,30.72881694,
FM5,no,sar,10800,20,4,100,100,311,311,183.294003,349.8783896,34731.30694,5788.551157,53.5976959,13291.46555,2215.244258,20.51152091,
FM5,no,sar,10800,20,4,100,100,326,326,154.7930152,347.9020056,33654.21723,5609.036204,51.93552041,20157.39971,3359.566618,31.10709832,
FM5,no,sar,10800,20,4,100,100,272,272,157.9886959,326.4121492,31239.77666,5206.629443,48.20953188,22289.33558,3714.889264,34.39712281,
FM5,no,sar,10800,20,4,100,100,323,323,160.5624517,348.6557475,33977.70243,5662.950405,52.43472597,16901.15765,2816.859609,26.08203342,
FM5,no,sar,10800,20,4,100,100,296,296,152.5818033,331.2949837,33139.91991,5523.319985,51.14185171,20902.68546,3483.78091,32.25723065,
FM5,no,sar,10800,20,4,100,100,293,293,148.1649951,345.5139699,30501.98083,5083.663472,47.07095808,19561.30945,3260.218242,30.18720594,
FM5,no,sar,10800,20,4,100,100,299,299,145.427771,333.6315006,31992.27782,5332.046303,49.3707991,22019.24857,3669.874762,33.98032187,
FM5,no,sar,10800,20,4,100,100,301,301,179.1656943,356.0947835,31971.34271,5328.557119,49.33849184,14900.87177,2483.478629,22.99517249,
FM5,no,sar,10800,20,4,100,100,292,292,163.0080577,346.8238681,30765.65233,5127.608721,47.47785853,17771.3666,2961.894433,27.42494845,
FM5,no,sar,10800,20,4,100,100,313,313,182.3309021,360.3971176,34727.2091,5787.868184,53.59137207,13247.32681,2207.887802,20.44340557,
FM5,no,sar,10800,20,4,100,100,275,275,158.1071711,331.9453936,30198.70408,5033.117347,46.6029384,22627.44445,3771.240742,34.91889575,
FM5,no,sar,10800,20,4,100,100,309,309,144.3765556,336.0198934,31530.45849,5255.076415,48.65811495,21620.63051,3603.438418,33.36517054,
FM5,no,sar,10800,20,4,100,100,283,283,172.663854,342.8387632,31819.0894,5303.181566,49.10353302,17088.62003,2848.103339,26.37132721,
FM5,no,sar,10800,20,4,100,100,319,319,159.8479787,339.8983656,33299.79191,5549.965318,51.38856776,17741.65708,2956.942847,27.37910043,
FM5,no,sar,10800,20,4,100,100,332,332,154.7646849,345.2777142,33498.53632,5583.089387,51.6952721,20215.40352,3369.23392,31.19661037,
FM5,no,sar,10800,20,4,100,100,342,342,171.3421572,336.3527936,36540.29517,6090.049195,56.3893444,15037.02513,2506.170855,23.20528569,
FM5,no,sar,10800,20,4,100,100,291,291,161.1526856,325.8263641,32349.02548,5391.504247,49.92133562,22079.84624,3679.974373,34.07383679,
FM5,no,sar,10800,20,4,100,100,293,293,177.7981448,344.7863318,32980.21868,5496.703114,50.8953992,16628.06997,2771.344996,25.66060181,
FM5,no,sar,10800,20,4,100,100,281,281,159.8033515,349.652237,31446.84946,5241.141577,48.52908868,17585.6975,2930.949583,27.13842206,
FM5,no,sar,10800,20,4,100,100,297,297,168.3453227,341.6155274,32979.18849,5496.531414,50.89380939,17502.5805,2917.09675,27.01015509,
FM5,no,sar,10800,20,4,100,100,299,299,165.6141067,344.5506902,32606.91449,5434.485748,50.31931248,18568.13495,3094.689159,28.65452925,
FM5,no,sar,10800,20,4,100,100,312,312,156.0284086,339.3209508,34361.80486,5726.967476,53.02747663,20853.40523,3475.567539,32.18118092,
FM5,no,sar,10800,20,4,100,100,278,278,146.1601489,346.1845773,30260.55209,5043.425348,46.69838285,23807.28813,3967.881356,36.73964218,
FM5,no,sar,10800,20,4,100,100,300,300,140.1499977,336.7237127,31966.55578,5327.759296,49.3311046,23227.30199,3871.216999,35.84460184,
FM5,no,sar,10800,20,4,100,100,275,275,141.0286456,336.2082478,28570.0332,4761.6722,44.08955741,24201.23798,4033.539663,37.34758947,
,,,,,,,,,,161.8882303,344.3821273,32586.53291,5431.088819,50.28785943,18562.57795,3093.762992,28.64595363,
FM5,no,dqn,10800,20,4,100,100,335,335,158.4007178,341.9763438,35127.83753,5854.639589,54.20962582,18398.29147,3066.381912,28.39242511,
FM5,no,dqn,10800,20,4,100,100,299,299,153.9274319,338.3595971,33310.87904,5551.813173,51.40567753,19450.36652,3241.727753,30.01599771,
FM5,no,dqn,10800,20,4,100,100,306,306,157.9549255,332.1933768,35203.36591,5867.227652,54.32618196,17292.39854,2882.066424,26.68580022,
FM5,no,dqn,10800,20,4,100,100,289,289,143.3109106,351.7529014,32713.01113,5452.168522,50.48304187,18798.24068,3133.040113,29.00963068,
FM5,no,dqn,10800,20,4,100,100,308,308,150.9055421,344.1416455,33226.9661,5537.827683,51.27618225,20159.61007,3359.935011,31.11050936,
FM5,no,dqn,10800,20,4,100,100,310,310,144.7784367,327.3822227,33137.32998,5522.88833,51.1378549,19383.72767,3230.621278,29.91315998,
FM5,no,dqn,10800,20,4,100,100,293,293,146.8802422,339.4263627,32625.39634,5437.566057,50.34783386,21312.68434,3552.114056,32.88994497,
FM5,no,dqn,10800,20,4,100,100,305,305,156.8801434,339.5643968,33565.55412,5594.259021,51.79869463,18977.83623,3162.972704,29.2867843,
FM5,no,dqn,10800,20,4,100,100,315,315,142.0943605,338.5687882,33399.01615,5566.502691,51.54169159,20096.32791,3349.387985,31.01285171,
FM5,no,dqn,10800,20,4,100,100,296,296,152.6519549,335.512011,33051.2471,5508.541184,51.00501096,18719.46296,3119.910494,28.88806013,
FM5,no,dqn,10800,20,4,100,100,293,293,142.0181197,336.3533402,32113.254,5352.208999,49.55749073,19419.54915,3236.591525,29.96844004,
FM5,no,dqn,10800,20,4,100,100,292,292,150.2182072,339.409533,33089.46946,5514.911577,51.06399608,19165.25411,3194.209019,29.57600944,
FM5,no,dqn,10800,20,4,100,100,312,312,152.53925,332.4842342,34231.00162,5705.166937,52.82561979,19169.8233,3194.970549,29.58306064,
FM5,no,dqn,10800,20,4,100,100,312,312,150.183461,345.0212413,33296.86832,5549.478053,51.38405604,16971.88566,2828.64761,26.19118157,
FM5,no,dqn,10800,20,4,100,100,345,345,153.4062775,341.8542897,38000.6108,6333.435134,58.64291791,17608.65465,2934.775774,27.17384976,
FM5,no,dqn,10800,20,4,100,100,316,316,142.6740409,343.5948672,32815.72366,5469.287276,50.64154885,19859.47235,3309.912059,30.64733388,
FM5,no,dqn,10800,20,4,100,100,286,286,149.9791031,341.126077,32062.95662,5343.826103,49.47987132,18954.39856,3159.066426,29.25061506,
FM5,no,dqn,10800,20,4,100,100,269,269,154.0716632,336.1930184,30952.83899,5158.806499,47.76672684,21374.33658,3562.38943,32.98508732,
FM5,no,dqn,10800,20,4,100,100,300,300,153.0394767,350.6882726,32693.3606,5448.893434,50.45271698,19124.63731,3187.439551,29.51332918,
FM5,no,dqn,10800,20,4,100,100,299,299,146.4312263,342.4452612,34180.95448,5696.825746,52.74838654,19423.44184,3237.240306,29.97444728,
FM5,no,dqn,10800,20,4,100,100,323,323,149.2484835,333.4719589,35155.42344,5859.237239,54.25219666,19662.99531,3277.165885,30.34412856,
FM5,no,dqn,10800,20,4,100,100,281,281,147.8008197,335.1083828,30205.79199,5034.298666,46.61387653,21196.69923,3532.783205,32.7109556,
FM5,no,dqn,10800,20,4,100,100,288,288,155.0718266,335.1483204,33076.61294,5512.768823,51.04415577,20137.37728,3356.229546,31.0761995,
FM5,no,dqn,10800,20,4,100,100,321,321,164.4285591,341.1581017,35215.23276,5869.205461,54.34449501,17201.26543,2866.877572,26.54516271,
FM5,no,dqn,10800,20,4,100,100,318,318,156.9238315,335.9777696,34181.55318,5696.92553,52.74931046,19004.38193,3167.396989,29.3277499,
