Case,SA?,RB?,Period,Fleet Size,Capacity,Dmd Rate,Service Rate,reqs served,of total reqs,wait time,inveh time,service dist,service time,service pct,rebl dist,rebl time,rebl pct,
BAL5,no,dqn,10800,20,4,100,100,317,317,149.6128959,421.9898529,42690.09681,7115.016136,65.87977903,11798.04879,1966.341466,18.20686542,
BAL5,no,dqn,10800,20,4,100,100,309,309,148.9413417,390.6242732,40291.02798,6715.171329,62.17751231,13931.51434,2321.919057,21.49925053,
BAL5,no,dqn,10800,20,4,100,100,271,271,152.9867849,398.8051699,37369.39942,6228.233237,57.66882627,14753.76179,2458.960299,22.76815092,
BAL5,no,dqn,10800,20,4,100,100,293,293,141.7875102,405.9466562,41839.47309,6973.245515,64.56708811,12832.28264,2138.713774,19.80290531,
BAL5,no,dqn,10800,20,4,100,100,322,322,160.0533135,399.4814549,42768.82521,7128.137535,66.00127348,12275.48526,2045.914209,18.94365009,
BAL5,no,dqn,10800,20,4,100,100,315,315,146.775011,408.6174383,42048.06177,7008.010295,64.88898421,12819.41585,2136.569309,19.78304915,
BAL5,no,dqn,10800,20,4,100,100,304,304,161.5189362,422.7373643,41817.9328,6969.655466,64.53384691,12671.42299,2111.903832,19.55466511,
BAL5,no,dqn,10800,20,4,100,100,307,307,144.5547793,415.4443134,41550.51927,6925.086545,64.12117172,13692.40111,2282.066851,21.13024862,
BAL5,no,dqn,10800,20,4,100,100,306,306,157.4514485,419.6611172,43280.13797,7213.356329,66.79033638,11930.87341,1988.478902,18.41184168,
BAL5,no,dqn,10800,20,4,100,100,296,296,156.4362283,417.1870962,39906.24591,6651.040985,61.58371283,14527.87116,2421.311861,22.41955426,
BAL5,no,dqn,10800,20,4,100,100,311,311,148.9405054,400.8276049,43616.52568,7269.420947,67.30945321,12310.78201,2051.797002,18.99812039,
BAL5,no,dqn,10800,20,4,100,100,267,267,148.7015392,414.1132475,37813.99431,6302.332384,58.35492948,15807.43265,2634.572108,24.39418618,
BAL5,no,dqn,10800,20,4,100,100,304,304,144.8759978,403.5986468,41942.55909,6990.426514,64.72617143,12901.3961,2150.232683,19.90956188,
,,,,,,,,,,150.1186619,412.4130886,41437.85905,6906.309841,63.94731335,13136.11685,2189.352809,20.27178527,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
IMB5,no,no,10800,20,4,100,100,309,309,218.5366547,463.9073262,41641.04268,6940.173781,64.26086834,0,0,0,
IMB5,no,no,10800,20,4,100,100,332,332,206.4412036,472.2898853,43633.67291,7272.278818,67.33591498,0,0,0,
IMB5,no,no,10800,20,4,100,100,322,322,208.014918,464.6125438,40285.78026,6714.296711,62.16941399,0,0,0,
IMB5,no,no,10800,20,4,100,100,284,284,203.2440776,451.9357893,39821.25372,6636.87562,61.45255203,0,0,0,
IMB5,no,no,10800,20,4,100,100,273,273,206.0643076,464.8950155,37675.89893,6279.316488,58.14181933,0,0,0,
IMB5,no,no,10800,20,4,100,100,283,283,208.9200035,472.5576647,38631.73914,6438.623189,59.61688138,0,0,0,
IMB5,no,no,10800,20,4,100,100,317,317,209.1912154,464.2615041,42589.84201,7098.307001,65.72506482,0,0,0,
IMB5,no,no,10800,20,4,100,100,321,321,219.3619756,477.0018044,44913.4941,7485.58235,69.31094769,0,0,0,
IMB5,no,no,10800,20,4,100,100,274,274,215.1310835,447.5090691,38317.25081,6386.208469,59.1315599,0,0,0,
IMB5,no,no,10800,20,4,100,100,294,294,211.1623177,442.5931481,40231.48637,6705.247729,62.08562712,0,0,0,
IMB5,no,no,10800,20,4,100,100,307,307,204.4605118,454.6563065,42088.54021,7014.756701,64.95145093,0,0,0,
IMB5,no,no,10800,20,4,100,100,280,280,207.3655205,432.8676333,36670.4113,6111.735217,56.5901409,0,0,0,
IMB5,no,no,10800,20,4,100,100,266,266,219.6859158,462.622596,36478.6932,6079.7822,56.29427963,0,0,0,
IMB5,no,no,10800,20,4,100,100,291,291,212.6974648,456.2939408,40087.67262,6681.27877,61.86369231,0,0,0,
IMB5,no,no,10800,20,4,100,100,315,315,219.8870236,459.2921834,42181.59272,7030.265454,65.0950505,0,0,0,
IMB5,no,no,10800,20,4,100,100,328,328,222.1883902,490.1862973,43119.18104,7186.530174,66.54194606,0,0,0,
IMB5,no,no,10800,20,4,100,100,306,306,208.7174454,471.1514595,39806.76305,6634.460509,61.43018989,0,0,0,
IMB5,no,no,10800,20,4,100,100,299,299,225.6412039,466.0105991,41320.35108,6886.72518,63.76597389,0,0,0,
IMB5,no,no,10800,20,4,100,100,306,306,205.5598337,459.4346788,40528.64602,6754.774336,62.54420682,0,0,0,
IMB5,no,no,10800,20,4,100,100,316,316,209.4100152,451.1099989,40812.55099,6802.091831,62.98233177,0,0,0,
IMB5,no,no,10800,20,4,100,100,300,300,208.9943417,464.1989852,39544.65525,6590.775875,61.02570255,0,0,0,
IMB5,no,no,10800,20,4,100,100,290,290,228.9688918,483.999134,40308.38845,6718.064741,62.20430316,0,0,0,
IMB5,no,no,10800,20,4,100,100,331,331,209.7066159,464.6023494,42844.32229,7140.720381,66.11778131,0,0,0,
IMB5,no,no,10800,20,4,100,100,280,280,212.2471282,459.1638779,37733.08044,6288.846739,58.2300624,0,0,0,
IMB5,no,no,10800,20,4,100,100,322,322,208.2960014,477.04195,42575.64025,7095.940042,65.70314854,0,0,0,
IMB5,no,no,10800,20,4,100,100,293,293,209.3106089,462.1620737,38162.28846,6360.38141,58.89242047,0,0,0,
IMB5,no,no,10800,20,4,100,100,308,308,209.5912761,474.6224722,40761.18865,6793.531442,62.9030689,0,0,0,
IMB5,no,no,10800,20,4,100,100,301,301,203.5718791,449.5763655,39217.93,6536.321667,60.52149692,0,0,0,
IMB5,no,no,10800,20,4,100,100,320,320,221.4740296,447.0202991,42804.67408,7134.112346,66.0565958,0,0,0,
IMB5,no,no,10800,20,4,100,100,288,288,208.0699987,451.1738823,38291.42805,6381.904675,59.09170995,0,0,0,
IMB5,no,no,10800,20,4,100,100,264,264,211.5086489,474.7893653,38232.74955,6372.124925,59.00115671,0,0,0,
IMB5,no,no,10800,20,4,100,100,335,335,206.0840401,465.4998549,41166.86252,6861.143753,63.52910882,0,0,0,
IMB5,no,no,10800,20,4,100,100,301,301,206.5311063,477.299372,42170.44614,7028.40769,65.07784898,0,0,0,
IMB5,no,no,10800,20,4,100,100,308,308,213.0149174,441.6859641,40609.28492,6768.214153,62.66864957,0,0,0,
IMB5,no,no,10800,20,4,100,100,286,286,224.658418,463.131339,40303.52257,6717.253762,62.19679409,0,0,0,
IMB5,no,no,10800,20,4,100,100,312,312,219.4444926,449.0962751,41930.72113,6988.453521,64.70790298,0,0,0,
IMB5,no,no,10800,20,4,100,100,291,291,209.8469744,454.9283555,38504.49349,6417.415581,59.42051464,0,0,0,
IMB5,no,no,10800,20,4,100,100,274,274,206.6099701,454.3110833,40411.14197,6735.190329,62.36287342,0,0,0,
IMB5,no,no,10800,20,4,100,100,294,294,203.8816495,463.3694609,38198.33904,6366.389841,58.94805408,0,0,0,
IMB5,no,no,10800,20,4,100,100,303,303,221.0370489,463.4467628,41404.15376,6900.692293,63.89529901,0,0,0,
IMB5,no,no,10800,20,4,100,100,300,300,216.566923,465.068053,40535.30628,6755.88438,62.554485,0,0,0,
IMB5,no,no,10800,20,4,100,100,329,329,206.0152784,449.5840115,42821.09826,7136.84971,66.08194176,0,0,0,
IMB5,no,no,10800,20,4,100,100,298,298,203.0685013,456.7686936,38952.38957,6492.064928,60.11171229,0,0,0,
IMB5,no,no,10800,20,4,100,100,277,277,205.1443261,454.4966567,37983.13975,6330.523291,58.6159564,0,0,0,
IMB5,no,no,10800,20,4,100,100,300,300,207.4524623,463.0505245,39535.63613,6589.272688,61.01178415,0,0,0,
IMB5,no,no,10800,20,4,100,100,278,278,203.0754764,464.2859029,38394.49494,6399.08249,59.2507638,0,0,0,
IMB5,no,no,10800,20,4,100,100,321,321,217.8109848,482.7052275,40872.94669,6812.157782,63.07553502,0,0,0,
IMB5,no,no,10800,20,4,100,100,302,302,205.4114555,434.5716966,38395.97456,6399.329093,59.25304716,0,0,0,
IMB5,no,no,10800,20,4,100,100,315,315,202.5470096,460.1286874,41280.38788,6880.064646,63.70430228,0,0,0,
IMB5,no,no,10800,20,4,100,100,294,294,217.1122548,480.5055581,40028.15708,6671.359513,61.77184735,0,0,0,
,,,,,,,,,,211.3746758,461.5494736,40296.21411,6716.035684,62.1855156,0,0,0,
IMB5,no,orp,10800,20,4,100,100,335,335,143.3450476,411.3882338,44087.21809,7347.869682,68.03583039,13013.90991,2168.984985,20.08319431,
IMB5,no,orp,10800,20,4,100,100,291,291,126.4278255,414.8648852,40348.62964,6724.771607,62.26640377,15442.64823,2573.774706,23.83124727,
IMB5,no,orp,10800,20,4,100,100,325,325,147.1630751,401.4281431,43259.98437,7209.997396,66.75923514,14104.96488,2350.82748,21.76692111,
IMB5,no,orp,10800,20,4,100,100,305,305,128.5596993,415.5112408,40151.30008,6691.883346,61.96188284,15274.78567,2545.797611,23.57220011,
IMB5,no,orp,10800,20,4,100,100,293,293,142.2167587,430.0467919,41137.74087,6856.290145,63.48416801,14166.91644,2361.152739,21.86252537,
IMB5,no,orp,10800,20,4,100,100,280,280,131.9340581,436.379326,39270.7467,6545.12445,60.60300417,15405.74499,2567.624165,23.77429783,
IMB5,no,orp,10800,20,4,100,100,312,312,148.0848592,422.7762128,43773.4428,7295.5738,67.55160926,13656.9256,2276.154266,21.07550246,
IMB5,no,orp,10800,20,4,100,100,303,303,137.2176974,434.2997319,42089.39431,7014.899052,64.952769,13164.13379,2194.022299,20.31502129,
IMB5,no,orp,10800,20,4,100,100,283,283,128.9687864,403.8209328,37928.32282,6321.387136,58.53136237,15474.59589,2579.099316,23.88054922,
IMB5,no,orp,10800,20,4,100,100,302,302,129.5521763,397.7512123,40726.369,6787.728167,62.84933488,15420.23217,2570.038694,23.79665458,
IMB5,no,orp,10800,20,4,100,100,260,260,127.7950164,425.3360092,37256.219,6209.369833,57.49416512,15053.56652,2508.927753,23.23081253,
IMB5,no,orp,10800,20,4,100,100,278,278,132.8826179,413.2200636,39661.571,6610.261833,61.20612808,15050.15084,2508.358474,23.22554142,
IMB5,no,orp,10800,20,4,100,100,323,323,152.3620184,430.2515359,45811.17761,7635.196269,70.69626175,12116.46791,2019.411318,18.69825295,
IMB5,no,orp,10800,20,4,100,100,270,270,133.3704406,429.5852149,39194.30433,6532.384055,60.48503754,14328.93489,2388.155816,22.11255385,
IMB5,no,orp,10800,20,4,100,100,309,309,138.115553,421.661826,40646.79481,6774.465801,62.72653519,14653.66564,2442.277606,22.61368154,
IMB5,no,orp,10800,20,4,100,100,290,290,136.3275206,405.8765657,39592.20949,6598.701581,61.09908871,15411.5629,2568.593817,23.78327608,
IMB5,no,orp,10800,20,4,100,100,297,297,143.2796334,426.8218827,41558.47504,6926.412506,64.13344913,13726.81347,2287.802244,21.18335412,
IMB5,no,orp,10800,20,4,100,100,284,284,137.3193533,409.0260352,39663.82548,6610.63758,61.20960722,15450.58058,2575.096764,23.84348855,
IMB5,no,orp,10800,20,4,100,100,294,294,135.4964711,411.7430634,40416.47115,6736.078525,62.37109745,13967.52202,2327.920337,21.55481793,
IMB5,no,orp,10800,20,4,100,100,320,320,148.3936639,418.5043719,43703.52486,7283.92081,67.44371121,13016.62816,2169.438026,20.08738913,
IMB5,no,orp,10800,20,4,100,100,296,296,144.7345066,425.1488117,42228.8379,7038.139651,65.16795973,13980.43468,2330.072446,21.57474487,
IMB5,no,orp,10800,20,4,100,100,302,302,139.2192179,419.2950552,42169.66745,7028.277908,65.0766473,13850.57039,2308.428398,21.37433702,
IMB5,no,orp,10800,20,4,100,100,307,307,137.3506711,404.9779803,41341.4829,6890.247151,63.79858473,14865.64696,2477.607827,22.94081321,
IMB5,no,orp,10800,20,4,100,100,283,283,132.5537588,421.9095272,40549.23351,6758.205586,62.57597764,15088.12754,2514.687924,23.28414744,
IMB5,no,orp,10800,20,4,100,100,300,300,144.7708925,439.6869364,43201.04696,7200.174493,66.66828235,13531.95555,2255.325926,20.88264746,
IMB5,no,orp,10800,20,4,100,100,295,295,135.1816549,417.9621768,39703.80889,6617.301481,61.27131001,14247.78319,2374.630532,21.98731974,
IMB5,no,orp,10800,20,4,100,100,306,306,147.2929826,426.6582772,42293.19576,7048.865959,65.2672774,14263.65602,2377.276004,22.01181485,
IMB5,no,orp,10800,20,4,100,100,297,297,136.4926008,399.5009524,40234.3123,6705.718716,62.08998811,14575.21236,2429.202061,22.49261167,
IMB5,no,orp,10800,20,4,100,100,293,293,129.3392447,396.7404005,40287.65149,6714.608582,62.17230168,15576.79329,2596.132216,24.03826126,
IMB5,no,orp,10800,20,4,100,100,274,274,132.8224056,423.6040146,38737.4002,6456.233367,59.77993858,15533.65841,2588.943068,23.97169508,
IMB5,no,orp,10800,20,4,100,100,300,300,132.7168506,424.5303442,40088.31659,6681.386098,61.8646861,15029.59397,2504.932329,23.19381786,
IMB5,no,orp,10800,20,4,100,100,322,322,152.1298034,429.1950444,45173.21111,7528.868518,69.71174554,12484.97518,2080.829197,19.26693701,
IMB5,no,orp,10800,20,4,100,100,327,327,158.0487069,432.2798624,46021.42201,7670.237002,71.02071298,12227.12738,2037.854564,18.86902374,
IMB5,no,orp,10800,20,4,100,100,300,300,139.350575,403.6794693,39980.39442,6663.39907,61.69813954,14545.14893,2424.191488,22.44621748,
IMB5,no,orp,10800,20,4,100,100,296,296,135.8735954,397.681137,40297.03342,6716.172237,62.18677998,15501.77349,2583.628915,23.92248995,
IMB5,no,orp,10800,20,4,100,100,288,288,132.1931979,419.8066847,39687.11577,6614.519294,61.24554902,14582.08984,2430.348307,22.50322507,
IMB5,no,orp,10800,20,4,100,100,290,290,126.7160587,421.0572063,38159.72753,6359.954589,58.88846841,14685.32957,2447.554928,22.66254563,
IMB5,no,orp,10800,20,4,100,100,293,293,139.6730242,439.174885,41488.75179,6914.791966,64.02585153,14532.13008,2422.02168,22.42612666,
IMB5,no,orp,10800,20,4,100,100,279,279,137.9132408,390.0422763,37819.59,6303.265,58.36356482,15006.10416,2501.017359,23.15756814,
IMB5,no,orp,10800,20,4,100,100,311,311,161.4468219,440.9556933,45965.40981,7660.901634,70.93427439,11710.52616,1951.754361,18.07179964,
IMB5,no,orp,10800,20,4,100,100,292,292,136.5111174,402.5373274,39429.8748,6571.6458,60.84857222,15236.04241,2539.340402,23.51241113,
IMB5,no,orp,10800,20,4,100,100,268,268,119.9166089,406.4542304,36601.88053,6100.313422,56.48438354,16681.00136,2780.166894,25.74228605,
IMB5,no,orp,10800,20,4,100,100,273,273,129.0556507,416.8463449,37822.4082,6303.734699,58.36791388,15146.21104,2524.368507,23.37378248,
IMB5,no,orp,10800,20,4,100,100,277,277,126.3667526,398.3500271,37032.06781,6172.011301,57.14825279,16492.68812,2748.781354,25.4516792,
IMB5,no,orp,10800,20,4,100,100,318,318,142.9877637,422.5565251,43770.29248,7295.048747,67.54674766,13824.39537,2304.065896,21.33394348,
IMB5,no,orp,10800,20,4,100,100,301,301,144.4735086,420.9530996,42711.09119,7118.515199,65.91217777,13499.88628,2249.981047,20.83315784,
IMB5,no,orp,10800,20,4,100,100,300,300,143.2523176,407.7948207,41459.94479,6909.990798,63.98139628,14675.26348,2445.877247,22.64701155,
IMB5,no,orp,10800,20,4,100,100,324,324,146.1647963,455.7295829,45038.64166,7506.440276,69.50407663,12558.63574,2093.105956,19.38061071,
IMB5,no,orp,10800,20,4,100,100,295,295,150.5930466,401.8973603,42919.72079,7153.286799,66.23413703,13788.93811,2298.156351,21.27922547,
IMB5,no,orp,10800,20,4,100,100,300,300,140.5867126,410.5204263,41233.37351,6872.228919,63.63174925,14167.0961,2361.182683,21.86280262,
,,,,,,,,,,138.4908072,417.5563952,41074.49254,6845.748757,63.38656256,14395.79091,2399.298486,22.21572672,
IMB5,no,sar,10800,20,4,100,100,296,296,161.6501232,415.2017678,38728.57666,6454.762777,59.76632201,18425.88691,3070.981152,28.43501067,
IMB5,no,sar,10800,20,4,100,100,302,302,180.1598149,430.8506789,41171.03155,6861.838592,63.53554252,16076.86212,2679.477019,24.8099724,
IMB5,no,sar,10800,20,4,100,100,291,291,173.4235569,434.4857695,41102.06187,6850.343645,63.42910782,16521.06988,2753.511647,25.49547821,
IMB5,no,sar,10800,20,4,100,100,290,290,169.9850371,438.5687691,40066.95484,6677.825807,61.83172043,17250.85279,2875.142132,26.6216864,
IMB5,no,sar,10800,20,4,100,100,286,286,166.5311766,433.7525245,40300.94672,6716.824454,62.19281901,16809.38012,2801.563353,25.94040142,
IMB5,no,sar,10800,20,4,100,100,279,279,168.8653921,438.4983398,38696.71577,6449.452628,59.71715397,18324.11185,3054.018642,28.27795039,
IMB5,no,sar,10800,20,4,100,100,316,316,180.2399191,436.4755672,43801.20073,7300.200122,67.59444557,13948.74116,2324.790194,21.52583513,
IMB5,no,sar,10800,20,4,100,100,321,321,176.7672643,446.0583134,43279.64212,7213.273687,66.78957117,14442.5096,2407.084934,22.28782346,
IMB5,no,sar,10800,20,4,100,100,268,268,157.3018457,431.8267189,36872.90988,6145.48498,56.9026387,19401.00927,3233.501546,29.93982913,
IMB5,no,sar,10800,20,4,100,100,320,320,180.5529383,441.6185427,44870.10218,7478.350363,69.24398485,14125.36001,2354.226668,21.79839508,
IMB5,no,sar,10800,20,4,100,100,302,302,163.7326717,439.551104,41205.70815,6867.618025,63.58905579,16471.17823,2745.196372,25.41848493,
IMB5,no,sar,10800,20,4,100,100,308,308,171.9298267,440.0912749,43626.6942,7271.1157,67.32514537,14517.33536,2419.555893,22.4032953,
IMB5,no,sar,10800,20,4,100,100,314,314,181.0673913,459.8605806,45230.09344,7538.348906,69.79952691,13127.75692,2187.959486,20.25888413,
IMB5,no,sar,10800,20,4,100,100,276,276,169.8992884,428.69805,39818.4193,6636.403217,61.44817794,17637.70804,2939.618006,27.21868525,
IMB5,no,sar,10800,20,4,100,100,315,315,177.9951096,438.9923733,41654.24983,6942.374972,64.28124974,16217.56262,2702.927103,25.02710281,
IMB5,no,sar,10800,20,4,100,100,295,295,164.1383046,431.4658735,41839.80837,6973.301395,64.56760551,16046.67389,2674.445648,24.76338563,
IMB5,no,sar,10800,20,4,100,100,279,279,174.7955875,449.8610093,39176.59864,6529.433107,60.45771395,17187.89264,2864.648773,26.52452568,
IMB5,no,sar,10800,20,4,100,100,307,307,167.1763529,454.0229492,41688.33519,6948.055864,64.3338506,16347.00685,2724.501141,25.22686242,
IMB5,no,sar,10800,20,4,100,100,285,285,173.992113,446.1592977,39650.93198,6608.488664,61.18970985,17575.17602,2929.196004,27.12218522,
IMB5,no,sar,10800,20,4,100,100,319,319,178.4739659,445.0144785,43527.05756,7254.509593,67.17138512,13822.5202,2303.753366,21.33104969,
IMB5,no,sar,10800,20,4,100,100,289,289,164.3094511,444.1495363,40638.39655,6773.066092,62.71357493,16973.51776,2828.919626,26.19370025,
IMB5,no,sar,10800,20,4,100,100,310,310,172.1205789,438.8598912,41161.01965,6860.169942,63.52009205,16181.6629,2696.943817,24.97170201,
IMB5,no,sar,10800,20,4,100,100,297,297,151.0641558,431.6593691,39738.09019,6623.015031,61.32421325,17740.11708,2956.68618,27.37672389,
IMB5,no,sar,10800,20,4,100,100,321,321,187.4409067,441.7662854,43456.49291,7242.748818,67.06248905,14429.31116,2404.885193,22.26745549,
IMB5,no,sar,10800,20,4,100,100,281,281,181.6759344,448.6295391,40057.82356,6676.303926,61.81762894,17577.38474,2929.564124,27.12559374,
IMB5,no,sar,10800,20,4,100,100,284,284,163.8888541,436.2818582,38779.84981,6463.308302,59.84544724,18754.59148,3125.765246,28.9422708,
IMB5,no,sar,10800,20,4,100,100,313,313,167.6560527,448.4128961,41577.5646,6929.594099,64.16290833,16292.5667,2715.427783,25.14284984,
IMB5,no,sar,10800,20,4,100,100,290,290,180.5296568,444.5777482,41458.20757,6909.701261,63.97871538,15818.53203,2636.422005,24.41131486,
IMB5,no,sar,10800,20,4,100,100,287,287,180.27088,435.8395806,41624.96741,6937.494569,64.23606082,15806.35596,2634.39266,24.39252463,
IMB5,no,sar,10800,20,4,100,100,323,323,201.5109459,458.6546368,44525.6801,7420.946683,68.71246929,13162.48269,2193.747115,20.31247328,
IMB5,no,sar,10800,20,4,100,100,284,284,158.7858937,415.8182802,39573.44796,6595.57466,61.07013574,17075.78232,2845.96372,26.35151593,
IMB5,no,sar,10800,20,4,100,100,291,291,167.1294994,442.4553717,41082.24975,6847.041624,63.39853356,16188.96433,2698.160722,24.98296965,
IMB5,no,sar,10800,20,4,100,100,339,339,184.9681312,458.0915297,45270.68324,7545.113874,69.8621655,13431.31659,2238.552765,20.72734042,
IMB5,no,sar,10800,20,4,100,100,294,294,171.0803494,440.1844777,40738.63092,6789.771821,62.8682576,16216.15508,2702.692514,25.02493068,
IMB5,no,sar,10800,20,4,100,100,280,280,163.0707216,442.474909,38653.75234,6442.292057,59.65085238,18665.99574,3110.999289,28.80554898,
IMB5,no,sar,10800,20,4,100,100,318,318,169.9365101,444.1941812,43238.8711,7206.478517,66.72665294,14719.40121,2453.233536,22.71512533,
IMB5,no,sar,10800,20,4,100,100,344,344,188.2100526,448.1254576,45024.34912,7504.058186,69.48202024,13032.70957,2172.118261,20.11220612,
IMB5,no,sar,10800,20,4,100,100,285,285,151.3388984,421.1829601,39749.01156,6624.83526,61.34106722,17330.18934,2888.36489,26.74411936,
IMB5,no,sar,10800,20,4,100,100,303,303,175.0517732,438.0667138,41351.87169,6891.978614,63.8146168,16166.62294,2694.437157,24.94849219,
IMB5,no,sar,10800,20,4,100,100,327,327,170.9897584,442.4934053,42398.06897,7066.344828,65.42911878,15730.73249,2621.788748,24.27582174,
IMB5,no,sar,10800,20,4,100,100,281,281,163.6528375,399.2763359,38759.73693,6459.956155,59.81440884,18314.29154,3052.381923,28.26279558,
IMB5,no,sar,10800,20,4,100,100,284,284,178.961975,415.3496341,40382.75899,6730.459832,62.31907252,16927.62273,2821.270455,26.12287458,
IMB5,no,sar,10800,20,4,100,100,292,292,175.3054594,441.6322687,41803.52835,6967.254725,64.51161782,15851.56757,2641.927929,24.46229564,
IMB5,no,sar,10800,20,4,100,100,311,311,166.492279,425.6409932,42367.88831,7061.314718,65.38254369,15759.47509,2626.579181,24.32017761,
IMB5,no,sar,10800,20,4,100,100,308,308,174.4789659,464.6648877,41496.0866,6916.014433,64.03717068,16929.01415,2821.502359,26.12502184,
IMB5,no,sar,10800,20,4,100,100,335,335,181.6844242,456.6796403,45697.55127,7616.258544,70.52091245,13180.46631,2196.744385,20.34022578,
IMB5,no,sar,10800,20,4,100,100,285,285,165.9520381,429.7631125,41172.28541,6862.047568,63.53747748,15885.09235,2647.515392,24.51403141,
IMB5,no,sar,10800,20,4,100,100,316,316,188.3527658,460.0712667,44675.7954,7445.9659,68.9441287,12930.59454,2155.09909,19.95462121,
IMB5,no,sar,10800,20,4,100,100,271,271,165.2426378,434.0351391,37057.8056,6176.300934,57.18797161,19655.04316,3275.840527,30.33185673,
IMB5,no,sar,10800,20,4,100,100,318,318,176.6477765,430.8190117,43374.59578,7229.099297,66.9361046,14637.76149,2439.626915,22.58913811,
,,,,,,,,,,172.5295569,439.218098,41463.90201,6910.650335,63.98750311,16112.83831,2685.473052,24.86549122,
IMB5,no,dqn,10800,20,4,100,100,305,305,154.374182,453.4855011,42711.89757,7118.649595,65.91342218,12268.35477,2044.725795,18.93264625,
IMB5,no,dqn,10800,20,4,100,100,316,316,142.941381,435.1022484,42173.01639,7028.836065,65.08181542,12452.36843,2075.394739,19.21661795,
IMB5,no,dqn,10800,20,4,100,100,320,320,156.4752507,423.0392638,42593.21313,7098.868855,65.73026717,11269.12519,1878.187531,17.39062529,
IMB5,no,dqn,10800,20,4,100,100,278,278,148.0772579,424.3879068,38453.99299,6408.998831,59.34258177,13819.28764,2303.214607,21.32606118,
IMB5,no,dqn,10800,20,4,100,100,304,304,161.2508072,430.1050565,39337.21392,6556.20232,60.70557704,11084.36327,1847.393879,17.10549888,
IMB5,no,dqn,10800,20,4,100,100,284,284,160.470671,423.2020754,41044.75147,6840.791912,63.34066585,12541.96671,2090.327785,19.3548869,
IMB5,no,dqn,10800,20,4,100,100,268,268,142.5058421,411.0084339,36830.99031,6138.498385,56.83794801,14039.00229,2339.833715,21.66512699,
IMB5,no,dqn,10800,20,4,100,100,273,273,158.0416628,432.2699601,37895.14041,6315.856734,58.48015495,13201.02471,2200.170785,20.37195171,
IMB5,no,dqn,10800,20,4,100,100,301,301,160.1550837,425.8740557,42298.93057,7049.821761,65.27612742,12888.69877,2148.116462,19.88996724,
IMB5,no,dqn,10800,20,4,100,100,317,317,159.0395917,438.5514762,41905.57817,6984.263028,64.66910211,12734.34297,2122.390496,19.65176385,
IMB5,no,dqn,10800,20,4,100,100,338,338,157.1928239,426.2587249,44424.40105,7404.066842,68.55617446,11329.30003,1888.216671,17.4834877,
IMB5,no,dqn,10800,20,4,100,100,276,276,148.4038656,413.0304048,38975.14816,6495.858027,60.14683358,13372.36602,2228.72767,20.63636732,
IMB5,no,dqn,10800,20,4,100,100,298,298,156.3917347,419.2793637,42026.9713,7004.495217,64.85643719,13383.29823,2230.549706,20.65323802,
IMB5,no,dqn,10800,20,4,100,100,298,298,154.0507945,438.2147273,40436.51719,6739.419531,62.4020327,13231.46503,2205.244172,20.41892752,
IMB5,no,dqn,10800,20,4,100,100,276,276,152.0145412,401.7225298,36507.20754,6084.53459,56.33828324,11495.82941,1915.971569,17.74047749,
IMB5,no,dqn,10800,20,4,100,100,287,287,151.3001105,433.9110087,38431.24479,6405.207465,59.30747653,13377.15586,2229.525977,20.64375905,
IMB5,no,dqn,10800,20,4,100,100,321,321,158.8889449,426.1616844,43779.19596,7296.532661,67.5604876,11229.38781,1871.564635,17.32930218,
IMB5,no,dqn,10800,20,4,100,100,314,314,158.1259065,442.0719429,40665.82364,6777.637273,62.75590068,11305.43954,1884.239923,17.44666595,
IMB5,no,dqn,10800,20,4,100,100,293,293,160.7224969,455.49239,41658.01579,6943.002631,64.2870614,12746.09338,2124.348896,19.66989719,
IMB5,no,dqn,10800,20,4,100,100,313,313,167.9362624,427.2834737,42943.25009,7157.208349,66.27044767,12523.43978,2087.239964,19.32629596,
IMB5,no,dqn,10800,20,4,100,100,277,277,136.1511252,420.658894,37400.43423,6233.405705,57.71671949,14362.24176,2393.70696,22.16395333,
IMB5,no,dqn,10800,20,4,100,100,277,277,160.9373207,461.611089,40792.39041,6798.731734,62.95121976,11822.63897,1970.439829,18.24481323,
IMB5,no,dqn,10800,20,4,100,100,279,279,148.0765944,427.1071287,39746.74452,6624.45742,61.33756871,13953.97458,2325.662429,21.53391138,
IMB5,no,dqn,10800,20,4,100,100,273,273,130.1080404,399.4334315,36361.48174,6060.246956,56.11339774,14824.32839,2470.721398,22.87704998,
IMB5,no,dqn,10800,20,4,100,100,275,275,151.598574,424.7147958,39119.91773,6519.986289,60.37024341,12263.78141,2043.963568,18.92558859,
IMB5,no,dqn,10800,20,4,100,100,299,299,159.2786765,422.8775438,41542.6035,6923.767249,64.10895601,12315.41812,2052.569686,19.00527487,
IMB5,no,dqn,10800,20,4,100,100,299,299,153.669379,414.1408857,40794.16281,6799.027135,62.95395496,13573.88921,2262.314868,20.94735989,
IMB5,no,dqn,10800,20,4,100,100,273,273,155.1043119,411.8414123,38328.62465,6388.104108,59.14911211,14909.45288,2484.908813,23.00841494,
IMB5,no,dqn,10800,20,4,100,100,278,278,161.8795599,423.1280773,40402.45895,6733.743158,62.34947368,13245.58627,2207.597712,20.44071956,
IMB5,no,dqn,10800,20,4,100,100,293,293,147.6019066,430.8026886,38984.33165,6497.388608,60.16100563,14049.13543,2341.522571,21.68076455,
